track,index,heading change,heading change per sec,altitude (ft),speed (kts),speed (mph),alt/speed ratio,vert rate/speed ratio,vert rate per sec
1,12030,0,0.0,37000.0,485.0,558.0,66.30824372759857,0.0,0.0
1,12039,0,0.0,37000.0,486.0,559.0,66.18962432915922,0.0,0.0
1,12048,0,0.0,37000.0,487.0,560.0,66.07142857142857,0.0,0.0
1,12060,0,0.0,37000.0,487.0,560.0,66.07142857142857,0.0,0.0
1,12070,0,0.0,37000.0,489.0,563.0,65.71936056838366,0.0,0.0
1,12080,0,0.0,37000.0,492.0,566.0,65.37102473498233,0.0,0.0
1,12090,0,0.0,37000.0,494.0,568.0,65.14084507042253,0.0,0.0
1,12100,0,0.0,37000.0,497.0,572.0,64.68531468531468,0.0,0.0
1,12111,0,0.0,37000.0,497.0,572.0,64.68531468531468,0.0,0.0
1,12120,0,0.0,37000.0,496.0,571.0,64.79859894921191,0.0,0.0
1,12132,0,0.0,37000.0,495.0,570.0,64.91228070175438,0.0,0.0
1,12143,0,0.0,37000.0,494.0,568.0,65.14084507042253,0.0,0.0
1,12156,0,0.0,37000.0,494.0,568.0,65.14084507042253,0.0,0.0
1,12166,0,0.0,37000.0,493.0,567.0,65.2557319223986,0.0,0.0
1,12175,0,0.0,37000.0,493.0,567.0,65.2557319223986,0.0,0.0
1,12184,0,0.0,37000.0,492.0,566.0,65.37102473498233,0.0,0.0
1,12195,0,0.0,37000.0,493.0,567.0,65.2557319223986,0.0,0.0
1,12203,0,0.0,37000.0,493.0,567.0,65.2557319223986,0.0,0.0
1,12213,0,0.0,37000.0,493.0,567.0,65.2557319223986,0.0,0.0
1,12221,0,0.0,37000.0,494.0,568.0,65.14084507042253,0.0,0.0
1,12230,0,0.0,37000.0,497.0,572.0,64.68531468531468,0.0,0.0
1,12239,0,0.0,37000.0,498.0,573.0,64.57242582897034,0.0,0.0
1,12250,0,0.0,37000.0,499.0,574.0,64.45993031358886,0.0,0.0
1,12262,0,0.0,37000.0,500.0,575.0,64.34782608695652,0.0,0.0
1,12272,0,0.0,37000.0,502.0,578.0,64.01384083044982,0.0,0.0
1,12282,0,0.0,37000.0,502.0,578.0,64.01384083044982,0.0,0.0
1,12293,1,0.03333333333333333,37000.0,502.0,578.0,64.01384083044982,0.0,0.0
1,12303,0,0.0,37000.0,500.0,575.0,64.34782608695652,0.0,0.0
1,12313,0,0.0,37000.0,499.0,574.0,64.45993031358886,0.0,0.0
1,12324,0,0.0,37000.0,499.0,574.0,64.45993031358886,0.0,0.0
1,12337,0,0.0,37000.0,498.0,573.0,64.57242582897034,0.0,0.0
1,12346,0,0.0,37000.0,499.0,574.0,64.45993031358886,0.0,0.0
1,12357,0,0.0,37000.0,498.0,573.0,64.57242582897034,0.0,0.0
1,12366,0,0.0,37000.0,498.0,573.0,64.57242582897034,0.0,0.0
1,12379,0,0.0,37000.0,498.0,573.0,64.57242582897034,0.0,0.0
1,12390,0,0.0,37000.0,498.0,573.0,64.57242582897034,0.0,0.0
1,12399,0,0.0,37000.0,497.0,572.0,64.68531468531468,0.0,0.0
1,12411,0,0.0,37000.0,497.0,572.0,64.68531468531468,0.0,0.0
1,12425,0,0.0,37000.0,496.0,571.0,64.79859894921191,0.0,0.0
1,12435,0,0.0,37000.0,496.0,571.0,64.79859894921191,0.0,0.0
1,12447,0,0.0,37000.0,496.0,571.0,64.79859894921191,0.0,0.0
1,12460,0,0.0,37000.0,497.0,572.0,64.68531468531468,0.0,0.0
1,12473,0,0.0,37000.0,497.0,572.0,64.68531468531468,0.0,0.0
1,12484,0,0.0,37000.0,498.0,573.0,64.57242582897034,0.0,0.0
1,12494,0,0.0,37000.0,499.0,574.0,64.45993031358886,0.0,0.0
1,12506,0,0.0,37000.0,499.0,574.0,64.45993031358886,0.0,0.0
1,12516,0,0.0,37000.0,500.0,575.0,64.34782608695652,0.0,0.0
1,12527,0,0.0,37000.0,497.0,572.0,64.68531468531468,0.0,0.0
1,12537,0,0.0,37000.0,493.0,567.0,65.2557319223986,0.0,0.0
1,12550,0,0.0,37000.0,493.0,567.0,65.2557319223986,0.0,0.0
1,12559,0,0.0,37000.0,494.0,568.0,65.14084507042253,0.0,0.0
1,12571,1,0.03333333333333333,37000.0,494.0,568.0,65.14084507042253,0.0,0.0
1,12584,0,0.0,37000.0,493.0,567.0,65.2557319223986,0.0,0.0
1,12594,0,0.0,37000.0,492.0,566.0,65.37102473498233,0.0,0.0
1,12604,0,0.0,37000.0,491.0,565.0,65.48672566371681,0.0,0.0
1,12616,0,0.0,37000.0,490.0,564.0,65.60283687943263,0.0,0.0
1,12623,0,0.0,37000.0,490.0,564.0,65.60283687943263,0.0,0.0
1,12634,0,0.0,37000.0,489.0,563.0,65.71936056838366,0.0,0.0
1,12646,0,0.0,37000.0,489.0,563.0,65.71936056838366,0.0,0.0
1,12657,0,0.0,37000.0,489.0,563.0,65.71936056838366,0.0,0.0
1,12666,0,0.0,37000.0,490.0,564.0,65.60283687943263,0.0,0.0
1,12675,0,0.0,37000.0,490.0,564.0,65.60283687943263,0.0,0.0
1,12686,0,0.0,37000.0,491.0,565.0,65.48672566371681,0.0,0.0
1,12696,0,0.0,37000.0,493.0,567.0,65.2557319223986,0.0,0.0
1,12705,0,0.0,37000.0,493.0,567.0,65.2557319223986,0.0,0.0
1,12718,0,0.0,37000.0,494.0,568.0,65.14084507042253,0.0,0.0
1,12729,0,0.0,37000.0,495.0,570.0,64.91228070175438,0.0,0.0
1,12745,0,0.0,37000.0,495.0,570.0,64.91228070175438,0.0,0.0
1,12754,0,0.0,37000.0,494.0,568.0,65.14084507042253,0.0,0.0
1,12764,0,0.0,37000.0,494.0,568.0,65.14084507042253,0.0,0.0
1,12773,0,0.0,37000.0,494.0,568.0,65.14084507042253,0.0,0.0
1,12782,0,0.0,37000.0,494.0,568.0,65.14084507042253,0.0,0.0
1,12792,1,0.03333333333333333,37000.0,493.0,567.0,65.2557319223986,0.0,0.0
1,12801,0,0.0,37000.0,492.0,566.0,65.37102473498233,0.0,0.0
1,12812,0,0.0,37000.0,492.0,566.0,65.37102473498233,0.0,0.0
1,12823,0,0.0,37000.0,491.0,565.0,65.48672566371681,0.0,0.0
1,12832,0,0.0,37000.0,491.0,565.0,65.48672566371681,0.0,0.0
1,12843,0,0.0,37000.0,490.0,564.0,65.60283687943263,0.0,0.0
1,12852,0,0.0,37000.0,485.0,558.0,66.30824372759857,0.0,0.0
1,12862,0,0.0,37000.0,482.0,555.0,66.66666666666667,0.0,0.0
1,12870,0,0.0,37000.0,481.0,554.0,66.7870036101083,0.0,0.0
1,12881,0,0.0,37000.0,480.0,552.0,67.02898550724638,0.0,0.0
1,12891,0,0.0,37000.0,479.0,551.0,67.15063520871144,0.0,0.0
1,12901,0,0.0,37000.0,479.0,551.0,67.15063520871144,0.0,0.0
1,12911,0,0.0,37000.0,479.0,551.0,67.15063520871144,0.0,0.0
1,12920,0,0.0,37000.0,482.0,555.0,66.66666666666667,0.0,0.0
1,12928,0,0.0,37000.0,485.0,558.0,66.30824372759857,0.0,0.0
1,12938,0,0.0,37000.0,487.0,560.0,66.07142857142857,0.0,0.0
